藍方勝,守衛放置數,守衛破壞數,首殺,擊殺數,死亡數,助攻數,菁英野怪數,小龍擊殺數,預示者擊殺數,推塔數,總經濟,平均等級,總經驗,總小兵擊殺,總野怪擊殺
0,-4,4,1,-1,1,0,1,1,0,0,-415,-0.4,-498,8,-4
1,-5,1,-1,-4,4,-3,-1,-1,0,0,-1751,-0.2,-1585,5,-8
1,-5,0,1,8,-8,4,0,-1,1,1,4453,0,2458,5,10
0,-12,-2,1,5,-5,8,1,1,0,0,1393,0.2,441,-25,4
1,1,0,-1,1,-1,-6,2,1,1,0,534,0,154,56,-23
0,3,1,1,-9,9,-16,-1,-1,0,0,-3301,-0.6,-2246,23,1
1,3,-2,-1,-3,3,-3,2,1,1,0,-2022,-0.4,-2023,-52,20
0,-37,-1,-1,-3,3,-3,-1,-1,0,0,176,0.2,-172,50,-9
0,-1,3,-1,-3,3,-1,0,-1,1,0,-458,0,-559,-5,0
0,-34,9,1,2,-2,6,-1,-1,0,0,676,-0.4,-576,-34,7
1,4,3,-1,2,-2,5,0,1,-1,0,2536,0.8,3339,8,36
1,13,3,-1,-4,4,1,-1,0,-1,0,-1751,-0.6,-2784,-11,-14
1,1,-2,-1,-3,3,-1,-2,-1,-1,0,-1516,0,-1467,-3,-2
0,-1,0,1,-4,4,0,0,0,0,0,-2566,-0.4,-2246,-66,1
0,69,1,1,-4,4,1,-1,-1,0,0,-2023,-0.4,-2678,-25,-13
0,-2,-1,-1,-1,1,-4,1,0,1,0,-276,0,179,33,3
1,6,3,1,3,-3,2,2,1,1,0,1574,0.4,1834,11,17
1,7,0,-1,3,-3,9,-1,-1,0,0,2378,0.4,2190,26,-2
0,4,1,1,-5,5,-6,-2,-1,-1,0,-3223,-0.4,-2518,-40,-20
0,-22,-2,-1,0,0,-1,-1,-1,0,0,808,0,1415,24,7
1,23,0,1,6,-6,2,0,0,0,0,3803,0.6,2825,37,-6
0,-2,2,-1,-6,6,-4,-1,-1,0,0,-3360,-0.4,-1842,-34,-8
1,-5,1,-1,4,-4,8,-1,0,-1,0,2397,0.4,1405,-5,20
0,4,-5,1,-3,3,-2,0,0,0,0,-883,-0.4,-1828,30,8
0,-26,-1,1,-3,3,-4,-2,-1,-1,0,-2638,-0.4,-2478,-2,-24
1,1,3,1,11,-11,11,0,0,0,0,5035,1.2,5420,-5,16
0,3,0,1,-3,3,-2,-2,-1,-1,0,-1003,0,-899,17,1
0,0,-1,1,-3,3,-6,-1,-1,0,0,-1963,-0.4,-1151,2,4
0,20,-1,-1,-1,1,-1,-1,-1,0,0,-1071,-0.2,-1471,-27,11
1,2,0,1,1,-1,2,0,0,0,0,897,0,1090,-10,21
1,-2,3,1,3,-3,2,2,1,1,0,1946,0,1292,15,10
0,5,-2,-1,0,0,-1,0,-1,1,0,-219,-0.4,-1440,10,-4
1,3,5,1,2,-2,0,0,0,0,0,1588,0,1331,26,-10
0,0,0,-1,-4,4,-3,-1,-1,0,0,-1889,0,-723,5,-7
1,2,1,-1,-2,2,-2,1,1,0,0,-720,0,432,-28,36
0,-3,0,1,-9,9,-6,-2,-1,-1,0,-2388,-0.6,-1978,15,12
0,0,-2,-1,-10,10,-9,-1,-1,0,0,-5668,-1,-4786,-51,2
1,2,-1,-1,-1,1,-3,1,1,0,0,527,0.2,1493,62,10
1,-36,-2,1,2,-2,-1,0,-1,1,0,1496,0,-730,41,-2
0,-2,3,-1,-6,6,-8,-2,-1,-1,0,-4245,-0.6,-3073,-51,-8
0,-1,5,1,5,-5,9,0,1,-1,0,3386,0.8,2410,-22,-14
0,2,0,-1,-5,5,-9,-1,-1,0,0,-3145,-0.6,-2166,-35,-5
0,-1,-1,-1,-4,4,-8,1,1,0,0,-1325,0,-15,-12,26
1,0,4,-1,-3,3,-2,2,1,1,0,-1623,0,-1144,-12,8
1,-1,-4,-1,0,0,3,1,1,0,0,1076,0.2,759,-2,15
1,3,-2,-1,-3,3,3,1,1,0,0,-1156,0,-667,-38,-6
0,4,0,-1,0,0,-3,1,0,1,0,450,0,-9,8,8
1,-1,0,1,2,-2,0,1,0,1,2,4363,1.2,4467,82,19
1,0,1,1,5,-5,7,1,1,0,0,2262,0.6,2885,-8,18
0,5,-1,1,-3,3,-2,0,0,0,0,-367,-0.4,187,7,3
1,-2,5,-1,3,-3,5,-1,-1,0,0,1214,0.4,2080,4,-27
1,-2,-1,1,3,-3,6,1,1,0,0,1728,0,-337,-6,1
1,10,-2,1,1,-1,-1,-1,-1,0,0,959,0,917,5,20
1,62,-2,1,0,0,1,0,-1,1,0,924,0.2,323,21,10
1,2,0,1,10,-10,11,1,1,0,0,4544,0.6,3126,45,-15
0,-19,0,-1,-7,7,-8,2,1,1,-1,-4847,-0.8,-2983,-8,-4
1,61,1,1,6,-6,15,0,1,-1,0,1849,0.6,669,-4,-10
1,-27,2,-1,-4,4,-2,0,0,0,0,-3891,-0.8,-2689,-66,-7
0,-6,3,1,-3,3,-1,-1,-1,0,0,-1314,-0.4,-1942,-1,-17
1,-29,-2,1,4,-4,9,0,0,0,0,2718,0.4,91,7,0
0,1,4,-1,-5,5,-9,-2,-1,-1,0,-2174,-0.2,-1268,-10,-12
1,-31,10,1,3,-3,1,1,1,0,0,1093,0.2,720,13,-8
1,-37,1,-1,1,-1,-5,0,0,0,0,-215,-0.2,-438,-18,10
1,-35,-1,1,1,-1,4,0,-1,1,0,635,-0.4,-1157,-2,-21
1,4,2,-1,0,0,0,-1,0,-1,-1,120,0.6,1209,11,7
1,6,2,-1,1,-1,-1,1,1,0,0,194,0.4,661,-11,24
1,-2,2,1,7,-7,20,1,1,0,0,3581,0.4,1578,25,-1
0,-131,0,-1,-7,7,-3,0,0,0,0,-3622,-0.4,-2561,-32,-1
1,29,-2,1,0,0,-2,0,1,-1,0,-303,0,312,0,-8
0,-4,0,-1,1,-1,-3,1,1,0,0,-1295,0,-305,-51,4
0,24,1,-1,-4,4,-3,-2,-1,-1,0,-3006,-0.2,-1880,-45,0
1,22,3,1,1,-1,3,0,-1,1,0,1090,0.2,371,17,4
1,-2,2,-1,1,-1,-1,1,1,0,0,324,0.6,1794,-11,35
1,-5,-3,1,-4,4,-4,-1,-1,0,0,-2025,-0.6,-2448,-18,-17
0,24,-2,1,-1,1,-3,-1,-1,0,0,-416,-0.4,-907,2,-8
0,-28,14,1,0,0,-3,0,-1,1,0,62,0.4,1154,30,-15
0,-20,-2,1,-2,2,-9,-1,-1,0,0,-67,-0.6,-1341,21,20
1,5,3,-1,7,-7,9,1,1,0,0,5163,0.8,3968,52,1
1,2,4,1,6,-6,12,1,1,0,0,2728,0.2,1957,2,-3
0,-27,10,-1,-6,6,-6,1,1,0,0,-3559,-0.4,-1400,-52,9
1,22,-4,1,2,-2,2,2,1,1,0,184,-0.2,-131,-16,-8
0,4,-2,1,-3,3,-2,1,1,0,0,-2040,-0.6,-1012,-18,-14
1,-39,0,1,5,-5,6,1,1,0,0,2151,0.2,726,-14,5
0,18,2,-1,-2,2,1,0,0,0,0,-2452,-0.4,-1634,-61,4
1,23,-1,1,3,-3,4,2,1,1,0,3255,0.4,2259,31,12
1,19,-1,1,6,-6,4,-1,-1,0,0,1128,0,858,4,-30
1,9,0,1,1,-1,4,1,0,1,1,1909,0.4,979,5,19
1,3,0,-1,4,-4,1,0,0,0,0,3397,0.2,1493,37,-6
0,4,-1,-1,-4,4,-11,-1,-1,0,0,-3563,-0.2,-1320,-16,-20
0,-2,1,1,-2,2,-9,1,1,0,0,-361,0.4,1686,17,3
1,-21,0,-1,1,-1,-1,1,0,1,0,-513,0,992,-23,3
1,0,4,-1,7,-7,6,0,0,0,0,4872,1,3076,36,14
0,18,1,-1,-1,1,-2,1,0,1,0,985,0.8,2102,19,11
1,-5,1,1,-4,4,-6,0,1,-1,0,-1599,-0.2,-1870,2,-1
1,0,1,-1,7,-7,10,1,1,0,0,1719,0.4,1703,-26,1
0,-1,0,-1,-5,5,-5,-1,0,-1,0,-2641,-0.4,-2207,-35,12
0,-4,4,1,-6,6,-9,-2,-1,-1,0,-2846,-0.6,-2325,-28,-6
0,-15,-1,-1,-7,7,-11,-1,-1,0,0,-3891,-0.8,-2276,-12,-22
1,3,-1,-1,9,-9,6,1,1,0,0,6202,1,5368,59,20
1,0,1,-1,1,-1,2,0,0,0,0,2330,0.4,2167,34,16
0,3,0,1,2,-2,-2,0,0,0,0,3089,0.4,1750,69,4
1,24,1,-1,1,-1,0,0,0,0,0,540,0.4,867,11,-11
1,29,0,1,1,-1,1,0,-1,1,0,508,-0.6,-1704,-18,-19
0,128,3,1,3,-3,6,1,1,0,0,625,0.2,-1035,-15,-34
1,23,2,1,3,-3,4,1,1,0,0,2481,0.4,1962,24,8
1,-4,2,1,5,-5,4,1,1,0,0,2796,0.6,2669,6,-1
1,3,4,-1,5,-5,3,1,1,0,0,2089,0.4,2123,-8,5
1,-27,-5,1,-1,1,-2,1,1,0,0,-608,0,-703,-20,15
0,-2,-1,1,-2,2,-5,0,0,0,0,-1923,-0.4,-1753,-12,-16
0,-30,-3,-1,0,0,0,-1,-1,0,0,-951,-0.2,-546,3,-12
1,0,-1,1,2,-2,2,1,1,0,0,1428,0.2,701,42,-19
0,4,0,1,3,-3,4,0,1,-1,0,1131,0.2,1145,-35,4
0,28,1,-1,-3,3,-11,1,0,1,0,-1972,-0.2,-1010,-35,13
0,-22,-1,1,-2,2,-6,-1,-1,0,0,-2242,-0.2,-1819,-58,18
1,0,1,1,3,-3,7,0,1,-1,0,2287,-0.4,-268,35,-20
0,5,-1,-1,3,-3,4,-1,0,-1,0,1367,0.6,2396,39,8
1,-5,4,1,4,-4,4,2,1,1,0,2580,0.6,2954,45,0
0,81,1,-1,4,-4,12,1,1,0,0,786,-0.4,-562,-46,-8
1,-19,-1,1,-1,1,-5,2,1,1,0,152,0,-57,2,36
1,-25,3,1,4,-4,6,-1,-1,0,0,2802,0.4,281,13,-12
0,1,-2,-1,-1,1,1,-1,-1,0,0,-1610,-0.4,-1393,-15,-12
1,-4,-1,-1,4,-4,1,-1,-1,0,0,1543,0,-21,27,-4
1,1,0,-1,4,-4,3,0,0,0,0,1915,0.2,2606,4,1
1,0,4,-1,1,-1,6,1,1,0,0,-595,0,364,-26,1
0,0,0,1,-1,1,1,0,0,0,0,-1190,0,-911,-17,-13
1,-1,-4,1,4,-4,1,0,-1,1,0,1820,0,806,13,-12
0,-1,0,-1,-3,3,-3,2,1,1,0,-2630,-0.4,-2244,-37,1
1,-3,-6,-1,0,0,0,-1,-1,0,0,-1327,-0.2,-789,-23,-20
1,2,3,-1,4,-4,7,-1,0,-1,0,1417,0.4,1016,-14,-12
0,0,-2,1,0,0,-3,1,1,0,0,71,0,409,13,12
1,-5,0,-1,1,-1,-2,-1,-1,0,0,17,0.4,1052,-8,9
0,3,0,1,1,-1,3,2,1,1,0,151,0,840,0,-8
1,-1,1,1,7,-7,6,0,1,-1,0,4817,0.6,3220,41,12
0,1,-3,-1,-5,5,-6,-1,-1,0,0,-3400,-0.6,-2763,-38,-22
0,-17,-2,1,-2,2,-10,-1,-1,0,0,-944,0,-556,26,-8
0,3,-1,-1,-4,4,0,0,1,-1,-1,-2839,-0.4,18,-25,-5
1,-48,0,1,3,-3,4,1,1,0,0,818,0,-165,46,-7
0,-21,-1,-1,-7,7,-4,-2,-1,-1,-1,-6286,-1.4,-4733,-93,-9
0,9,-2,-1,-7,7,-7,-1,-1,0,0,-3799,-0.6,-3285,-26,-4
1,-1,2,-1,6,-6,2,2,1,1,1,4428,0.6,3489,22,6
1,33,6,1,8,-8,8,-1,-1,0,0,4388,0.6,3527,28,-1
0,-4,1,-1,-4,4,-6,1,1,0,0,-3045,-0.6,-1634,-36,7
0,-1,0,-1,-2,2,-6,-1,0,-1,0,-1497,-0.2,-778,3,4
0,34,-2,-1,-1,1,2,1,1,0,0,-1696,-0.6,-2153,-11,-3
1,25,-4,-1,1,-1,4,-1,0,-1,0,733,-0.2,-1480,-60,8
1,-1,4,1,-1,1,1,1,1,0,0,-606,-0.2,-1487,3,0
0,19,0,-1,-2,2,-2,-1,0,-1,0,-2420,0,-753,-15,-14
0,-8,3,-1,-5,5,-9,-1,-1,0,0,-2037,0,110,14,12
1,-5,0,-1,0,0,-2,-1,-1,0,0,631,0.2,1404,14,5
0,-7,0,-1,0,0,-3,0,-1,1,0,-1570,-0.4,-2103,-19,-28
1,2,1,-1,0,0,2,1,1,0,0,-471,0.6,870,-28,17
1,-2,0,-1,-1,1,-1,0,0,0,0,-1211,0.2,-108,4,-19
1,3,-2,1,5,-5,2,0,-1,1,0,2740,0.2,1708,32,-22
1,-19,11,-1,2,-2,1,1,0,1,0,1947,0.4,2521,-6,16
1,-13,2,1,7,-7,7,0,0,0,0,4712,1,3798,63,-1
0,-4,4,1,1,-1,3,1,1,0,0,1115,0,1256,15,-8
1,22,1,-1,-1,1,0,0,0,0,0,-833,-0.2,-116,-63,23
1,135,-1,-1,4,-4,2,-1,-1,0,0,564,0.4,633,-6,-25
0,26,-2,1,0,0,3,1,0,1,-1,-589,0.2,1794,-40,32
1,5,4,1,5,-5,0,0,0,0,0,3020,0.4,2593,38,-8
1,-3,0,1,1,-1,0,0,1,-1,0,-1339,-0.8,-2802,-20,-35
0,5,-1,1,6,-6,14,0,1,-1,0,1487,0.4,577,-46,-20
1,-1,2,1,2,-2,4,2,1,1,0,579,0,-37,-29,-9
1,-9,2,1,3,-3,4,0,0,0,0,975,0,659,-23,8
1,35,3,1,4,-4,0,1,1,0,0,1417,0.2,1171,-34,15
1,5,1,1,2,-2,6,2,1,1,1,2768,0.2,1411,28,-20
1,-5,4,1,7,-7,18,-1,-1,0,0,3897,0.6,2558,27,21
0,-24,0,-1,-7,7,-7,-1,-1,0,0,-4631,-0.8,-3612,-26,-24
0,4,-1,-1,-1,1,0,-2,-1,-1,0,-46,-0.4,-458,50,7
0,-18,1,-1,-5,5,-7,-1,-1,0,1,-258,0,-419,32,7
1,-3,2,-1,6,-6,4,1,1,0,0,2845,1,4032,76,8
0,-19,0,-1,-7,7,-8,-1,-1,0,0,-3177,-0.8,-3271,-13,-10
1,-2,2,1,4,-4,8,1,1,0,0,2988,-0.2,398,37,6
1,1,0,1,3,-3,1,1,1,0,0,2443,0.6,1566,24,-7
1,-2,1,1,1,-1,0,2,1,1,0,-11,-0.6,-176,-3,1
1,-32,-4,-1,-1,1,-4,1,1,0,0,286,0,17,-29,1
0,-24,13,1,-1,1,1,2,1,1,0,90,-0.2,-819,3,-9
1,-3,-1,-1,1,-1,-4,0,0,0,0,403,0.4,1790,20,6
1,0,1,1,7,-7,10,0,0,0,0,3135,0.8,2622,-21,-8
0,2,0,-1,2,-2,3,-1,-1,0,0,372,0.2,160,-19,1
1,12,1,-1,-2,2,-4,1,1,0,0,-1636,-0.2,-872,-15,-12
1,-2,0,1,11,-11,10,2,1,1,0,5586,0.8,4058,40,24
0,-2,0,-1,-3,3,-3,-1,-1,0,0,-2105,0,-1094,-2,12
1,-2,-3,-1,-2,2,-4,0,-1,1,0,-1374,-0.2,-653,-26,17
0,-5,-2,-1,-5,5,-1,-1,0,-1,0,-2166,-0.4,-2885,10,-15
1,1,-1,-1,1,-1,-2,0,0,0,0,930,0,275,47,-6
0,-87,0,-1,-3,3,-3,1,1,0,0,-950,0,-650,11,-16
1,-1,-2,1,-1,1,0,0,1,-1,-1,-2421,0,-1685,-47,4
1,5,1,-1,-1,1,-3,-1,-1,0,0,-891,0,-633,-8,8
1,20,1,-1,-1,1,-5,-1,-1,0,0,-211,0.2,232,24,-8
1,-4,-2,1,-1,1,-2,-2,-1,-1,0,-405,-0.4,-1523,-13,-1
1,5,0,1,3,-3,4,-1,-1,0,0,2361,1,2502,46,0
1,-3,-1,-1,-1,1,1,1,1,0,0,-134,-0.2,-565,-7,7
1,2,0,1,3,-3,7,1,1,0,0,2062,0,1120,-1,13
1,5,-1,1,3,-3,3,0,-1,1,0,2089,0.4,1771,45,9
0,2,1,-1,-9,9,-16,-2,-1,-1,0,-5377,-0.8,-3249,-58,-18
1,2,1,1,0,0,-4,0,1,-1,0,-282,-0.2,-79,34,-5
0,1,1,-1,-1,1,4,0,0,0,0,-443,0,-447,-3,3
0,-27,1,-1,-6,6,-5,0,0,0,0,-3122,-0.2,-1229,-23,24
0,-4,1,-1,-3,3,-3,1,1,0,0,-2425,-0.6,-1778,-19,-10
1,-10,3,-1,-2,2,-3,-1,-1,0,0,-813,0.2,840,6,-7
1,3,3,-1,1,-1,3,-2,-1,-1,0,1378,0.4,1678,-1,-6
0,13,3,-1,0,0,-1,-1,-1,0,0,1542,0,1059,28,-3
0,71,0,-1,-4,4,-6,-1,-1,0,0,-1553,0,-424,-15,-7
1,1,4,1,8,-8,12,1,1,0,0,4250,1,2686,26,6
1,-41,-1,1,5,-5,4,1,0,1,0,2772,0.6,2140,9,4
1,4,0,1,0,0,3,1,1,0,0,-484,-0.4,-1416,4,-8
1,2,3,1,3,-3,6,2,1,1,0,1110,-0.2,-544,-12,-8
0,-31,4,-1,1,-1,0,0,-1,1,1,1467,-0.2,11,10,1
1,1,1,1,2,-2,3,2,1,1,0,1095,0,94,-62,8
1,7,-2,1,6,-6,4,1,1,0,1,5169,0.6,2153,55,7
0,0,0,-1,-2,2,-1,-2,-1,-1,0,-1547,-0.6,-916,-17,-4
1,4,1,1,10,-10,17,-1,-1,0,0,5680,0.6,2175,36,-13
0,0,1,1,0,0,-1,0,0,0,0,823,0,-164,6,-1
1,47,2,1,5,-5,7,2,1,1,0,1799,0.2,442,0,-28
0,2,0,-1,-2,2,-2,0,-1,1,0,-757,0.2,569,5,2
1,75,-4,1,2,-2,3,1,1,0,0,91,-0.2,-339,-50,3
0,18,-3,-1,-3,3,-10,0,-1,1,0,-1538,-0.4,-370,-8,7
1,-3,2,-1,2,-2,1,2,1,1,0,2228,0.6,1524,24,7
0,1,1,1,8,-8,10,-1,-1,0,0,4869,0.8,3243,32,16
1,3,-2,-1,2,-2,3,0,0,0,0,640,-0.2,-120,-2,-3
1,7,0,-1,-3,3,1,0,0,0,0,-1871,-0.4,-1775,-50,11
0,-33,-6,-1,-2,2,-3,-1,-1,0,0,-2189,-0.2,-1838,-25,-29
0,5,1,1,-2,2,-2,0,0,0,0,474,-0.4,-775,38,-11
0,2,-1,-1,-5,5,-8,0,0,0,0,-1072,-0.4,-646,-10,28
0,-5,2,1,-6,6,-8,-1,-1,0,0,-2817,-0.4,-1700,-16,-2
1,-4,2,-1,1,-1,3,1,1,0,0,-243,0,-465,-40,-4
0,2,1,-1,0,0,2,1,1,0,0,-1517,-0.4,-1565,-53,8
0,-17,-4,-1,-6,6,-4,-1,-1,0,0,-3205,-1.2,-3400,-26,7
0,-3,0,-1,-3,3,3,-1,-1,0,0,-2820,-0.8,-2751,-52,-27
1,-1,-1,1,4,-4,9,1,1,0,0,1722,0.6,1010,-12,-12
1,1,-1,1,4,-4,3,2,1,1,0,1978,0,1595,65,-14
1,-22,2,1,2,-2,-2,0,0,0,0,171,0.4,618,-18,16
0,-2,3,-1,2,-2,6,0,1,-1,0,659,0.2,405,14,-5
1,-10,5,-1,-5,5,-2,0,1,-1,0,-2974,-0.6,-2746,-24,-16
0,72,1,-1,-6,6,-7,-1,-1,0,0,-3078,-1.2,-3306,-20,-8
0,-1,1,1,1,-1,-3,-1,-1,0,0,1153,0.4,282,2,7
1,0,-1,1,6,-6,5,2,1,1,0,3878,0.6,2862,21,20
1,3,-3,1,4,-4,4,2,1,1,0,2717,0,1557,-7,-8
1,67,-3,1,2,-2,3,-1,-1,0,0,3038,1,3164,96,-8
0,-25,-1,-1,-3,3,-8,-1,-1,0,0,-1903,0,-584,-10,-17
1,3,0,1,4,-4,1,-1,-1,0,0,3518,0.4,2843,41,12
1,-34,1,-1,0,0,0,0,0,0,0,216,0,259,31,8
0,19,1,1,-3,3,-5,-1,-1,0,0,-509,0.2,-196,29,4
0,-6,-2,-1,3,-3,7,-1,0,-1,0,978,0,372,-18,-18
1,35,2,1,8,-8,7,1,1,0,0,1884,0.6,1871,-20,24
1,3,0,1,6,-6,6,0,-1,1,0,2224,0.6,2062,-22,6
0,1,-2,-1,-3,3,2,0,-1,1,0,-1079,0,252,-27,-8
0,1,-3,-1,-2,2,-2,-2,-1,-1,0,-1768,-0.6,-1778,-52,-19
0,-1,0,-1,0,0,-4,1,1,0,0,-886,0,-476,-8,-4
1,51,0,1,6,-6,14,0,0,0,0,3017,0.2,1450,12,-4
0,-4,5,1,0,0,-4,1,1,0,0,-431,0,120,-22,-4
0,66,-3,-1,-6,6,-1,0,0,0,0,-2618,-0.8,-2637,3,-13
0,1,2,1,0,0,-3,2,1,1,0,-740,0,-665,-35,-12
1,3,-2,1,7,-7,6,1,0,1,0,3982,1,3457,32,20
0,4,-2,-1,-5,5,-1,-1,-1,0,0,-2028,-0.4,-1740,-31,-8
1,1,-1,-1,6,-6,2,0,-1,1,2,5649,1,3668,32,19
0,-6,-1,-1,-9,9,-7,-2,-1,-1,0,-4949,-1,-4010,-63,2
1,2,1,1,5,-5,-2,2,1,1,1,4867,0.8,4211,64,16
0,0,0,-1,-4,4,-6,2,1,1,0,-978,-0.4,-226,45,24
0,-39,1,-1,4,-4,3,0,0,0,0,2425,0.4,1426,-19,29
1,1,1,1,6,-6,6,1,1,0,0,3815,0.8,2726,24,-1
1,31,1,1,2,-2,-4,1,1,0,0,976,0.4,2257,-17,25
1,-6,2,1,1,-1,3,1,1,0,0,862,0.2,-426,38,-2
0,-44,-5,1,1,-1,3,-1,-1,0,0,-403,0,-26,-26,-10
0,63,-1,-1,-4,4,-2,-1,0,-1,0,-2204,-0.2,-1476,-24,-1
1,-19,-2,1,0,0,-2,1,1,0,0,-219,-0.2,-1275,-5,-4
1,-5,0,1,11,-11,13,0,-1,1,0,5330,0.6,4040,57,-8
1,-36,-2,1,5,-5,11,2,1,1,0,3414,0.2,1608,-10,33
0,2,-1,1,1,-1,0,0,0,0,0,792,-0.2,-622,35,-7
1,4,-2,1,-3,3,-3,-2,-1,-1,0,-146,0,-399,-11,27
0,-4,3,1,0,0,-3,1,0,1,0,-1578,-0.2,-1724,-68,-15
1,5,-4,1,-1,1,0,-1,-1,0,0,-769,0,-701,-10,-12
1,0,0,-1,3,-3,1,0,0,0,0,1860,0.6,1798,-21,17
1,6,-3,1,7,-7,4,0,0,0,0,3525,0.8,2979,-2,12
1,1,-1,1,4,-4,11,0,1,-1,0,679,0,-305,-4,0
0,-1,-1,-1,-4,4,-3,-1,-1,0,0,-2555,-0.6,-1896,-24,-10
0,57,-8,1,5,-5,1,-2,-1,-1,0,765,0,425,-16,-18
0,44,0,1,-2,2,-1,-2,-1,-1,0,-1221,-0.4,-2380,-24,-11
1,14,3,-1,4,-4,7,-1,-1,0,0,4492,0.6,3211,49,22
0,-22,-5,-1,-1,1,0,0,0,0,0,186,-0.4,-273,9,-3
1,0,1,1,1,-1,-1,1,1,0,0,1227,0.6,996,-22,17
1,0,2,-1,-2,2,-4,0,-1,1,0,-70,-0.6,-456,17,-8
0,19,2,-1,-1,1,-1,0,0,0,0,-1605,-0.2,-1335,-25,-8
0,-6,-1,-1,-5,5,-6,-1,-1,0,0,-3465,-1,-3351,-27,-24
0,-32,6,1,1,-1,10,0,-1,1,0,-431,0,-1022,-35,-7
1,5,0,-1,1,-1,7,0,0,0,0,1083,0,451,-14,6
0,-7,-1,-1,-1,1,-7,0,0,0,0,-1259,-0.2,-360,-32,-8
0,-64,-3,-1,-8,8,-10,-1,0,-1,-1,-6801,-1.2,-4611,-68,1
1,0,-1,1,-3,3,0,0,1,-1,0,1158,0.2,191,23,39
1,2,-1,1,4,-4,2,2,1,1,0,2053,0.6,1371,0,13
1,4,1,-1,4,-4,4,-1,-1,0,0,604,0.6,1983,0,-20
1,-3,1,-1,-4,4,-9,0,-1,1,1,75,0,616,49,-7
0,2,2,1,-2,2,-3,0,0,0,0,-542,-0.2,-927,24,-5
1,1,0,1,2,-2,6,-1,-1,0,0,1099,0,-98,6,7
1,74,3,1,4,-4,-2,1,1,0,0,2183,0,263,34,-20
1,-2,3,1,0,0,-1,2,1,1,0,791,0,224,-8,14
0,-3,-1,-1,-5,5,-8,-1,0,-1,0,-3614,-0.6,-3434,-13,-10
0,-3,0,1,9,-9,7,2,1,1,0,1220,0,589,-5,-16
0,-3,0,1,-1,1,-2,0,0,0,0,-1827,-0.8,-2059,-36,2
0,3,0,-1,3,-3,3,-1,-1,0,0,583,0,751,28,-23
0,-41,-1,1,1,-1,4,0,-1,1,0,-334,-0.2,-1054,-11,-17
0,-2,3,-1,-5,5,-9,-1,-1,0,0,-2494,0,-1188,2,-13
1,-155,4,1,5,-5,-10,0,0,0,1,2658,0.6,2407,82,13
1,2,-3,-1,0,0,-1,0,1,-1,0,-116,-0.2,-303,21,-8
1,-59,-1,1,1,-1,3,2,1,1,0,-197,-0.4,-2391,-17,-2
0,2,-1,-1,2,-2,4,0,0,0,0,760,0,521,-26,4
1,-23,0,-1,1,-1,1,-1,-1,0,0,1224,0.2,1259,5,13
0,3,-1,-1,-9,9,-10,-1,0,-1,-1,-6076,-0.4,-3107,-13,-11
0,-24,-4,-1,-3,3,-10,1,1,0,0,-2339,-0.4,-917,-38,-5
1,-6,-2,1,2,-2,4,-1,-1,0,0,2590,0.2,1325,53,5
0,0,-7,1,4,-4,3,1,1,0,0,2175,0.2,1409,13,12
0,4,2,1,-1,1,5,1,1,0,0,1188,0,-284,47,6
0,-3,4,-1,4,-4,1,-1,-1,0,0,1651,1,3902,18,13
0,-3,2,-1,2,-2,-1,-1,-1,0,0,-187,0.4,2135,-27,4
0,-2,2,-1,-7,7,-10,-1,-1,0,0,-4868,-1,-4160,-62,4
0,20,-1,-1,-5,5,-4,-1,0,-1,0,-4149,-0.6,-3222,-70,-5
0,-2,-3,-1,-3,3,-5,0,0,0,0,-2602,-0.6,-1426,-30,-6
1,-7,-1,1,-1,1,-5,1,1,0,-1,-1018,0,1114,40,0
1,5,3,-1,5,-5,4,-1,-1,0,0,2718,0,1185,-22,12
1,1,1,1,12,-12,11,1,1,0,0,4899,0.8,2415,34,-21
1,4,1,-1,0,0,1,-1,-1,0,0,-1344,-0.4,-2597,-14,-27
1,3,2,1,8,-8,10,1,1,0,0,3781,0.4,1725,2,7
1,-1,-2,1,4,-4,0,1,1,0,0,3328,0.8,3696,64,22
1,5,-1,1,5,-5,8,1,1,0,0,2114,0,75,-3,0
0,-27,2,1,-1,1,-5,1,1,0,0,-464,0,-47,20,6
1,0,0,-1,2,-2,1,2,1,1,0,-17,0,588,36,-29
1,-9,-2,-1,1,-1,-3,-1,-1,0,0,1300,0.6,3056,-13,35
1,13,-1,1,7,-7,15,2,1,1,0,3884,0.4,2315,2,0
0,-5,5,-1,-1,1,3,1,1,0,0,475,0.4,1006,19,5
1,0,1,1,3,-3,3,2,1,1,0,2689,0.6,2827,32,25
0,-2,7,-1,-2,2,-9,1,0,1,0,-1367,0.2,-197,-27,5
0,-1,1,1,-4,4,-8,1,1,0,-1,-2999,-0.2,-1476,-10,-1
0,6,4,-1,0,0,-6,1,0,1,0,-967,-0.2,-965,-34,-20
0,0,0,1,3,-3,4,0,1,-1,0,1969,0.4,1497,21,9
0,-4,-1,-1,-8,8,-3,-1,-1,0,0,-4199,-1.2,-3186,-44,7
1,2,0,1,-1,1,-4,-1,-1,0,0,-105,-0.2,-896,14,-11
0,-26,0,1,4,-4,4,1,0,1,1,3652,0.8,1542,37,-2
0,12,-2,-1,-1,1,1,-1,-1,0,0,-83,-0.2,-64,23,-4
0,-3,2,1,4,-4,4,-1,-1,0,0,2526,0.4,1379,38,-13
0,-6,2,-1,-3,3,-5,0,1,-1,0,-1864,-0.4,-1945,12,-12
